id,name,price,in_stock,link
033,"Такеньйо. Ювілейне видання на українській (Takenoko, Такеноко. Ювілейне видання)",1510.0,True,https://gameisland.prom.ua//ua/p1711768592-takenoko-yuvilejne-vidannya.html
16,"Настільна гра Вибухові кошенята на українській мові (Взрывные котята на украинском, классическая версия)",500.0,True,https://gameisland.prom.ua//ua/p1702630738-nastolnaya-igra-vibuhovi.html
21,ОРИГІНАЛ! Настільна гра CATAN: Колонізатори (на німецкій мові) + усі компоненти УКРАЇНСЬКОЮ,1800.0,True,https://gameisland.prom.ua//ua/p1703030367-original-nastolnaya-igra.html
03628,Війна Персня. Сценарій «Братство розпадається» (War of the Ring: Scenario – The Breaking of the Fellowship),150.0,True,https://gameisland.prom.ua//ua/p1712386347-vijna-persnya-stsenarij.html
037,"Настільна гра Сіквенс (Sequence, Сиквенс) ОРИГІНАЛ",800.0,True,https://gameisland.prom.ua//ua/p1712417827-nastolnaya-igra-skvens.html
20,Каркассон Big Box 3.0 польською мовою (Carcassonne BigBox V3.0 / Каркасон Біг бокс),3000.0,True,https://gameisland.prom.ua//ua/p1703017349-karkasson-big-box.html
361,ТОП! Настільна гра Селестія (Celestia) УКР,870.0,True,https://gameisland.prom.ua//ua/p1706079978-top-nastolnaya-igra.html
7202,"ОРИГІНАЛ! Квиток на потяг: Європа УКРАЇНСЬКОЮ (Ticket to Ride: Europe, настільна гра)",1749.0,True,https://gameisland.prom.ua//ua/p1701549633-original-bilet-poezd.html
226,Настільна гра Детектив Клуб (Detective Club),950.0,True,https://gameisland.prom.ua//ua/p1749371967-nastolnaya-igra-detektiv.html
22045-02,"Настільна гра Каркасон 3.0 Базове українське видання (Каркассон на украинском, Carcassonne)",900.0,True,https://gameisland.prom.ua//ua/p1749382512-nastilna-gra-karkason.html
